ID	DOCULECT	CONCEPT	IPA	TOKENS	NOTE	BORROWING	CHINESE	COGID	HANZI
19047	Naxi	to wipe	sɿ⁵⁵	s ɿ ⁵⁵				3502	
19050	Naxi	to hide (conceal)	tsɿ⁵⁵	ts ɿ ⁵⁵				1879	
19051	Dulong	the head	ɑ³¹pɛʔ⁵⁵	ɑ ³¹ ◦ p ɛ ʔ ⁵⁵				1826	
19052	Dulong	the head	ɑŋ⁵⁵u⁵⁵	ɑ ŋ ⁵⁵ ◦ u ⁵⁵	!			1821	
19053	Dulong	the head	u⁵⁵	u ⁵⁵				1821	
19054	Dulong	the hair (of the head)	u⁵⁵ni⁵⁵	u ⁵⁵ ◦ n i ⁵⁵				1794	
19055	Pumi_Lanping	the father	suã⁵⁵	s u ã ∼ ⁵⁵				1613	
19056	Pumi_Lanping	the mother	mɑ⁵⁵	m ɑ ⁵⁵				2114	
19057	Dulong	the ear	ɑ⁵⁵nɑ⁵³	ɑ ⁵⁵ ◦ n ɑ ⁵³				1556	
19058	Pumi_Lanping	the daughter	m̥i⁵⁵	m̥ i ⁵⁵				3511	
19059	Dulong	the mouth	nɯi⁵⁵	n ɯ i ⁵⁵				2133	
19060	Dulong	the mouth	nɯi⁵⁵gɔŋ⁵³	n ɯ i ⁵⁵ ◦ g ɔ ŋ ⁵³				2133	
19061	Dulong	the lip (the lips)	nɯi⁵⁵kɔp⁵⁵	n ɯ i ⁵⁵ ◦ k ɔ p ⁵⁵				3274	
19063	Dulong	the neck	pɯ³¹jɔŋ⁵³	p ɯ ³¹ ◦ j ɔ ŋ ⁵³				2179	
19064	Dulong	the shoulder	ɹɑ ʔ⁵⁵	ɹ ɑ ʔ ⁵⁵	!			2464	
19065	Darang_Taraon	black	mɑŋ⁵³	m ɑ ŋ ⁵³	=Ch, Limbu ?			3686	
19066	Dulong	the armpit	ɹɑʔ⁵⁵li⁵⁵	ɹ ɑ ʔ ⁵⁵ ◦ l i ⁵⁵				3286	
19067	Dulong	the breast (female)	nuŋ⁵⁵	n u ŋ ⁵⁵				1202	
19069	Dulong	the belly	pɯ³¹wɑ⁵⁵	p ɯ ³¹ ◦ w ɑ ⁵⁵				1290	
19070	Daofu	the name	mȵoŋ	m ȵ o ŋ	!			2156	
19071	Dulong	the thigh	mɯ³¹tɕi⁵³	m ɯ ³¹ ◦ tɕ i ⁵³				3088	
19072	Dulong	the knee	pɑŋ³¹pɯt⁵⁵	p ɑ ŋ ³¹ ◦ p ɯ t ⁵⁵				1973	
19073	Dulong	the foot	çi⁵⁵	ç i ⁵⁵				1701	
19074	Pumi_Lanping	the husband	iɑ¹³gɑ¹³zə⁵⁵	i ɑ ¹³ ◦ g ɑ ¹³ ◦ z ə ⁵⁵				1946	
19075	Pumi_Lanping	the wife	tʃə̃⁵⁵mɑ⁵⁵	tʃ ə̃ ∼ ⁵⁵ ◦ m ɑ ⁵⁵				2929	
19076	Dulong	the hand	uɹ⁵⁵	u ɹ ⁵⁵				1805	
19079	Daofu	the dream	rȵi lam	r ȵ i _ l a m	!	Tibetan[rmi.lam]		1517	
19080	Dulong	the nail (fingernail or claw)	ȵin⁵⁵	ȵ i n ⁵⁵				2154	
19081	Tibetan_Written	thou [second person singular]	khjod	kh j o d				2760	
19083	Pumi_Lanping	the horn (keratinized skin)	tʂhy⁵⁵	tʂh y ⁵⁵				1906	
19084	Pumi_Lanping	the hoof	fpɑ⁵⁵	f p ɑ ⁵⁵	!			3145	
19085	Pumi_Lanping	the body hair (hair or fur)	ma⁵⁵	m a ⁵⁵				3561	
19086	Pumi_Lanping	the tail	mɐ¹³ɬiɛ⁵⁵	m ɐ ¹³ ◦ ɬ i ɛ ⁵⁵				2672	
19087	Pumi_Lanping	the horse	zgyɛ̃¹³	z g y ɛ̃ ∼ ¹³	!			3151	
19088	Daofu	right	ʁje	ʁ j e		Tibetan[gjas]		2311	
19089	Daofu	the front (front side)	ŋə ste	ŋ ə _ s t e	!			3663	
19090	Daofu	the front (front side)	ŋə	ŋ ə				3663	
19091	Jingpho	to vomit	mă³¹ton³³	m ă ³¹ ◦ t o n ³³				2823	
19092	Dulong	the blood	ɕɯi⁵⁵	ɕ ɯ i ⁵⁵				1380	
19093	Daofu	outside	phi su	ph i _ s u		tib[pʰʲi]		3331	
19094	Daofu	inside	noŋ	n o ŋ		tib[naŋ]		3340	
19095	Pumi_Lanping	the goat	tshɤ⁵⁵	tsh ɤ ⁵⁵				3620	
19096	Dulong	the bone	ɑŋ⁵⁵ɹɯ⁵⁵	ɑ ŋ ⁵⁵ ◦ ɹ ɯ ⁵⁵				1391	
19098	Dulong	the tooth (front)	sɑ⁵³	s ɑ ⁵³				2800	
19101	Pumi_Lanping	the pig	phʃɑ¹³	ph ʃ ɑ ¹³	!			3156	
19103	Dulong	the lung	zɯ³¹sɯ⁵⁵	z ɯ ³¹ ◦ s ɯ ⁵⁵				3099	
19105	Dulong	the liver	pɯ³¹ɕin⁵⁵	p ɯ ³¹ ◦ ɕ i n ⁵⁵				2040	
19106	Pumi_Lanping	the dog	tʂhə¹³	tʂh ə ¹³				1514	
19109	Daofu	above	rə nkhvɛ	r ə _ n kh v ɛ				1313	
19110	Daofu	below, under	nə nkhvɛ	n ə _ n kh v ɛ				1342	
19112	Pumi_Lanping	the wing	dõ¹³	d õ ∼ ¹³				2954	
19113	Pumi_Lanping	the feather	ʐo¹³mã⁵⁵	ʐ o ¹³ ◦ m ã ∼ ⁵⁵				1625	
19114	Daofu	today	pə sȵi	p ə _ s ȵ i				3353	
19115	Daofu	yesterday	a və sȵi	a _ v ə _ s ȵ i				3366	
19117	Pumi_Lanping	the tiger	ɣo¹³	ɣ o ¹³				3575	
19120	Daofu	morning	ga ɕha	g a _ ɕh a				3604	
19121	Daofu	noon	sȵə xcçən	s ȵ ə _ x cç ə n	!	tib[dkʲil]		3389	
19122	Dulong	the child (young human)	tɕɑm⁵⁵ɹɑ⁵³	tɕ ɑ m ⁵⁵ ◦ ɹ ɑ ⁵³				3108	
19123	Dulong	the man (male human)	lɑŋ⁵⁵lɑ⁵³	l ɑ ŋ ⁵⁵ ◦ l ɑ ⁵³				2062	
19124	Dulong	the woman	pɯ⁵⁵mɑ⁵⁵	p ɯ ⁵⁵ ◦ m ɑ ⁵⁵				2971	
19126	Pumi_Lanping	the mouse or rat	ɣo⁵⁵	ɣ o ⁵⁵				2281	
19129	Pumi_Lanping	the wolf	po⁵⁵phʂə̃⁵⁵	p o ⁵⁵ ◦ ph ʂ ə̃ ∼ ⁵⁵	!			3167	
19130	Pumi_Lanping	the fox	guɐ¹³po⁵⁵	g u ɐ ¹³ ◦ p o ⁵⁵				3172	
19131	Pumi_Lanping	the bird	gue¹³tsi⁵⁵	g u e ¹³ ◦ ts i ⁵⁵				1354	
19134	Pumi_Lanping	the sparrow	gɯ⁵⁵ʂɑ¹³	g ɯ ⁵⁵ ◦ ʂ ɑ ¹³				3592	
19136	Daofu	the year	kvo	k v o				2991	
19137	Bokar	the dog	i kiː	i _ k iː				1511	
19139	Naxi	to fly (move through air)	bi²¹	b i ²¹				1678	
19140	Pumi_Lanping	the snake	bɐ¹³◦ʐɑ	b ɐ ¹³ ◦ ʐ ɑ ⁵⁵	added missing tone			2553	
19141	Darang_Taraon	green	tiɯŋ⁵⁵kɹɑi⁵⁵	t i ɯ ŋ ⁵⁵ ◦ k ɹ ɑ i ⁵⁵				1784	
19142	Pumi_Lanping	the frog	fpɑ⁵⁵	f p ɑ ⁵⁵	!			3181	
19144	Pumi_Lanping	the fish	dʒə⁵⁵	dʒ ə ⁵⁵				1644	
19146	Pumi_Lanping	the flea	ɬa⁵⁵	ɬ a ⁵⁵				3191	
19147	Pumi_Lanping	the louse	ʃi⁵⁵	ʃ i ⁵⁵				2053	
19148	Daofu	one	ro	r o				2220	
19149	Daofu	two	ɣnə	ɣ n ə				2816	
19150	Daofu	three	xsu	x s u	!			2762	
19151	Daofu	four	ɤɮə	ɤ ɮ ə	!			1712	
19152	Dulong	the father	ɑ³¹pɑi⁵³	ɑ ³¹ ◦ p ɑ i ⁵³				1614	
19153	Daofu	six	xtɕho	x tɕh o	!			2497	
19154	Daofu	seven	zȵe	z ȵ e				2427	
19155	Daofu	eight	rjɛ	r j ɛ				1588	
19156	Dulong	the daughter	ɑ³¹tɕɑn⁵³mɑi⁵³	ɑ ³¹ ◦ tɕ ɑ n ⁵³ ◦ m ɑ i ⁵³				3515	
19157	Daofu	ten	zʁa	z ʁ a				2677	
19158	Naxi	to give	iə⁵⁵	i ə ⁵⁵				1745	
19159	Pumi_Lanping	the tree	siɛ̃¹³vbõ⁵⁵	s i ɛ̃ ∼ ¹³ ◦ v b õ ∼ ⁵⁵	!			2806	
19160	Pumi_Lanping	the branch	sɐ¹³tʂuɑ¹³	s ɐ ¹³ ◦ tʂ u ɑ ¹³				1400	
19161	Pumi_Lanping	the root	bʐã¹³	b ʐ ã ∼ ¹³	!			2351	
19162	Daofu	twenty	ɣnə sqha	ɣ n ə _ s qh a	!			2812	
19163	Pumi_Lanping	the flower	pɐ¹³tsə⁵⁵	p ɐ ¹³ ◦ ts ə ⁵⁵				1674	
19164	Pumi_Lanping	the fruit	ku⁵⁵tʂu⁵⁵	k u ⁵⁵ ◦ tʂ u ⁵⁵				1725	
19166	Jingpho	to float	wo⁵⁵	w o ⁵⁵				1653	
19167	Daofu	hundred	rjə	r j ə				3718	
19169	Naxi	shy	ʂə⁵⁵do²¹	ʂ ə ⁵⁵ ◦ d o ²¹				2480	
19170	Pumi_Lanping	the bamboo	mʐɐ⁵⁵	m ʐ ɐ ⁵⁵	!			3221	
19171	Dulong	the husband	lɑŋ⁵⁵lɑ⁵³	l ɑ ŋ ⁵⁵ ◦ l ɑ ⁵³				1951	
19172	Dulong	the wife	pɯ³¹mɑ⁵⁵	p ɯ ³¹ ◦ m ɑ ⁵⁵				2934	
19173	Naxi	to drink	thɯ²¹	th ɯ ²¹				1521	
19178	Pumi_Lanping	the seed	la⁵⁵	l a ⁵⁵				2422	
19180	Dulong	the hoof	tɕi³¹gɹi⁵³	tɕ i ³¹ ◦ g ɹ i ⁵³				3140	
19181	Pumi_Lanping	the wheat	ʃɐ⁵⁵	ʃ ɐ ⁵⁵				3238	
19182	Pumi_Lanping	the barley (tibetan or highland)	mɯ¹³dzi¹³	m ɯ ¹³ ◦ dz i ¹³				3245	
19183	Dulong	the tail	mi⁵⁵tɕɔʔ⁵⁵	m i ⁵⁵ ◦ tɕ ɔ ʔ ⁵⁵				2672	
19184	Dulong	the horse	mɯ³¹gɯ⁵³	m ɯ ³¹ ◦ g ɯ ⁵³				3154	
19186	Dulong	the sheep	ɑ³¹jɔ⁵⁵	ɑ ³¹ ◦ j ɔ ⁵⁵				3614	
19187	Dulong	the goat	ɕɯ³¹ɹi⁵³	ɕ ɯ ³¹ ◦ ɹ i ⁵³				3625	
19188	Lisu	to chew	guɑ³¹	g u ɑ ³¹				1422	
19189	Dulong	the pig	wɑʔ⁵⁵	w ɑ ʔ ⁵⁵				3156	
19191	Dulong	the dog	dɯ³¹|gɯi⁵⁵	d ɯ ³¹ ◦ g ɯ i ⁵⁵	!			1511	
19193	Pumi_Lanping	the grass	zgiɑ̃u¹³	z g i ɑ̃ u ∼ ¹³	?!			1764	
19194	Pumi_Lanping	the rice plant	tʂhuɛ¹³	tʂh u ɛ ¹³				3256	
19195	Dulong	the wing	cɛɹ⁵⁵	c ɛ ɹ ⁵⁵				2958	
19196	Dulong	the feather	ɑŋ⁵⁵mɯn⁵⁵	ɑ ŋ ⁵⁵ ◦ m ɯ n ⁵⁵				1616	
19197	Dulong	the feather	mɯn⁵⁵	m ɯ n ⁵⁵				1616	
19198	Pumi_Lanping	the meat	ʃɤ⁵⁵	ʃ ɤ ⁵⁵				2084	
19201	Dulong	the tiger	kɑŋ⁵³	k ɑ ŋ ⁵³				3568	
19203	Pumi_Lanping	the egg	ʐa¹³qu⁵⁵	ʐ a ¹³ ◦ q u ⁵⁵				1582	
19204	Pumi_Lanping	the egg	qu⁵⁵	q u ⁵⁵				1582	
19206	Dulong	the otter	ɕɯ³¹|ɹɑm⁵³	ɕ ɯ ³¹ ◦ ɹ ɑ m ⁵³	!			3632	
19208	Dulong	the mouse or rat	dɯt⁵⁵	d ɯ t ⁵⁵				2285	
19209	Naxi	to reside (live)	dzɿ²¹	dz ɿ ²¹				2298	
19210	Lisu	the leaf	si³⁵ve̱³³	s i ³⁵ ◦ v e̱ ³³				2010	
19212	Dulong	the wolf	dzɯʔ⁵⁵	dz ɯ ʔ ⁵⁵				3165	
19214	Dulong	the bird	pɯ³¹tɕiʔ⁵⁵	p ɯ ³¹ ◦ tɕ i ʔ ⁵⁵				1308	
19215	Jingpho	to pull	tun³³	t u n ³³				2252	
19218	Dulong	the sparrow	gɹɑp³¹tsit⁵⁵	g ɹ ɑ p ³¹ ◦ ts i t ⁵⁵				3597	
19223	Daofu	I [first person singular]	ŋa	ŋ a				1955	
19225	Dulong	the snake	bɯ⁵³	b ɯ ⁵³				2552	
19226	Daofu	thou [second person singular]	ȵi	ȵ i				2759	
19229	Dulong	the fish	ŋɯ⁵⁵tɕi⁵⁵	ŋ ɯ ⁵⁵ ◦ tɕ i ⁵⁵				1646	
19234	Dulong	the louse	ɕiʔ⁵⁵	ɕ i ʔ ⁵⁵				2053	
19235	Dulong	the nit	ɕiʔ⁵⁵lɯm⁵³	ɕ i ʔ ⁵⁵ ◦ l ɯ m ⁵³				3636	
19239	Dulong	the spider	dʑɑn⁵³	dʑ ɑ n ⁵³				2579	
19240	Daofu	here	ɛ de qhɛ	ɛ _ d e _ qh ɛ				1864	
19244	Naxi	to flow	dʑi³³	dʑ i ³³				1665	
19245	Daofu	there	a wu thu	a _ w u _ th u				2701	
19247	Daofu	who	shə	sh ə				2915	
19248	Dulong	the tree	ɕiŋ⁵⁵	ɕ i ŋ ⁵⁵				2806	
19249	Daofu	where	lo rə	l o _ r ə				2905	
19250	Dulong	the branch	ɕiŋ⁵⁵lɑŋ⁵⁵	ɕ i ŋ ⁵⁵ ◦ l ɑ ŋ ⁵⁵				1405	
19251	Dulong	the root	ɑŋ⁵⁵ɹɯ⁵⁵	ɑ ŋ ⁵⁵ ◦ ɹ ɯ ⁵⁵				2355	
19252	Dulong	the leaf	lɑp⁵⁵	l ɑ p ⁵⁵				2011	
19254	Dulong	the flower	ɕiŋ⁵⁵wɑt⁵⁵	ɕ i ŋ ⁵⁵ ◦ w ɑ t ⁵⁵				1674	
19255	Dulong	the fruit	ɕiŋ⁵⁵ɕi⁵⁵	ɕ i ŋ ⁵⁵ ◦ ɕ i ⁵⁵				1720	
19256	Daofu	all	thəm tɕɛ	th ə m _ tɕ ɛ		tib[tʰams.tɕad]		3682	
19258	Daofu	big	gɛ cçhɛ	g ɛ _ cçh ɛ				1350	
19259	Daofu	small	ge de	g e _ d e				2529	
19262	Daofu	high / tall	gɛ mthu	g ɛ _ m th u	!	tib[mtʰo]		3408	
19263	Daofu	high / tall	gɛ cçhɛ	g ɛ _ cçh ɛ				3411	
19267	Dulong	the fox	lɑŋ⁵⁵gɯɹ⁵³	l ɑ ŋ ⁵⁵ ◦ g ɯ ɹ ⁵³				3178	
19268	Naxi	to scratch	zɿ²¹	z ɿ ²¹				2398	
19269	Pumi_Lanping	firewood	siɛ̃¹³	s i ɛ̃ ∼ ¹³				3641	
19270	Daofu	short	lji lje	l j i _ l j e				2454	
19271	Daofu	far	gɛ tɕe dʑi	g ɛ _ tɕ e _ dʑ i				1596	
19272	Daofu	near	nthɑ ne	n th ɑ _ n e	!	Tibetan[thag ɲe]		2168	
19273	Naxi	to vomit	phy⁵⁵	ph y ⁵⁵				2820	
19274	Daofu	narrow	xtɕhe xtɕhe	x tɕh e _ x tɕh e	!			2157	
19276	Daofu	thick	ɣɮa ɣɮa	ɣ ɮ a _ ɣ ɮ a				2713	
19277	Daofu	thick	ga ɣɮa	g a _ ɣ ɮ a				2713	
19279	Naxi	to run	dʑiə²¹	dʑ i ə ²¹				3407	
19281	Daofu	full	rə xsɛ	r ə _ x s ɛ	!			1732	
19282	Pumi_Lanping	knife	ʐə⁵⁵tse¹³	ʐ ə ⁵⁵ ◦ ts e ¹³				3653	
19283	Pumi_Lanping	knife	ʒɯu⁵⁵	ʒ ɯ u ⁵⁵				3654	
19284	Dulong	the barley (tibetan or highland)	ɑ⁵⁵dʑuŋ⁵⁵	ɑ ⁵⁵ ◦ dʑ u ŋ ⁵⁵				3251	
19285	Daofu	many	gɛ ɣre	g ɛ _ ɣ r e				2069	
19286	Naxi	to float	pi³³	p i ³³				1657	
19288	Daofu	round	ʁɑr ʁɑr	ʁ ɑ r _ ʁ ɑ r				2367	
19289	Daofu	to knead	lne	l n e	!			3537	
19297	Daofu	horizontal	gə ro ɣə ro	g ə _ r o _ ɣ ə _ r o				3430	
19300	Daofu	black	ȵa ȵa	ȵ a _ ȵ a				1374	
19301	Daofu	black	ga ȵa	g a _ ȵ a				1374	
19303	Daofu	white	gɛ phru	g ɛ _ ph r u				2907	
19304	Dulong	the grass	ɕin⁵⁵	ɕ i n ⁵⁵				1766	
19306	Daofu	yellow	rȵə rȵə	r ȵ ə _ r ȵ ə	!			2997	
19307	Daofu	yellow	gɛ rȵə	g ɛ _ r ȵ ə	!			2997	
19309	Daofu	green	rŋə rŋə	r ŋ ə _ r ŋ ə	!			1776	
19310	Dulong	the meat	ɕɑ⁵⁵	ɕ ɑ ⁵⁵				2084	
19312	Daofu	dark	ʁnɛ ʁnɛ	ʁ n ɛ _ ʁ n ɛ				3444	
19313	Daofu	dark	gɛ ʁnɛ	g ɛ _ ʁ n ɛ				3444	
19315	Daofu	light (of weight)	ɣjə ɣje	ɣ j ə _ ɣ j e				3456	
19316	Daofu	light (of weight)	gɛ ɣje	g ɛ _ ɣ j e				3456	
19319	Daofu	early	də ɕva	d ə _ ɕ v a	!			3312	
19321	Daofu	late	gɛ skhrə	g ɛ _ s kh r ə	!			3417	
19322	Daofu	sharp	skhvɛ skhvɛ	s kh v ɛ _ s kh v ɛ	!			2430	
19323	Daofu	sharp	gɛ skhvɛ	g ɛ _ s kh v ɛ	!			2430	
19327	Naxi	to shoot (an arrow)	khæ⁵⁵	kh æ ⁵⁵				2446	
19328	Daofu	dry	ɣro ɣro	ɣ r o _ ɣ r o				1541	
19329	Daofu	wet	ɬə ɬə	ɬ ə _ ɬ ə				2864	
19332	Daofu	hard	rgi rgi	r g i _ r g i	!			3474	
19335	Daofu	soft	ɬɑv ɬav	ɬ ɑ v _ ɬ a v				3584	
19337	Daofu	smooth	mbla mbla	m b l a _ m b l a	!			2542	
19338	Daofu	smooth	ga mbla	g a _ m b l a	!			2542	
19340	Pumi_Lanping	the rope	bʐə̃¹³	b ʐ ə̃ ∼ ¹³	!			2357	
19343	Dulong	the son	ɑ³¹tɕɑn⁵³pɑi⁵³	ɑ ³¹ ◦ tɕ ɑ n ⁵³ ◦ p ɑ i ⁵³	ɑ³¹tɕɑn⁵³ 'child'; pɑi⁵³ 'male'			3130	
19344	Bai_Jianchuan	to come	ɣə³⁵	ɣ ə ³⁵		Ch		1251	
19347	Naxi	to count	ʐuɑ²¹	ʐ u ɑ ²¹				1474	
19349	Daofu	correct (right)	ŋi ŋi	ŋ i _ ŋ i	doubtful			1465	
19352	Naxi	to sleep	i⁵⁵	i ⁵⁵				2514	
19354	Dulong	the house	cim⁵³	c i m ⁵³				1908	
19357	Daofu	good	ʁjɛ	ʁ j ɛ				1749	
19358	Daofu	good	gɑ ʁjɛ	g ɑ _ ʁ j ɛ				1749	
19360	Daofu	bad	gɛ qhə mɛ	g ɛ _ qh ə _ m ɛ				1326	
19362	Tujia	round	thuan²¹khu⁵⁵li⁵⁵	th u a n ²¹ ◦ kh u ⁵⁵ ◦ l i ⁵⁵				2371	
19363	Daofu	old (of person)	gə dar	g ə _ d a r		Tibetan[dar]		2212	
19365	Daofu	hot	xtsɛ xtsɛ	x ts ɛ _ x ts ɛ	!			3491	
19366	Daofu	cold (of temperature)	ʂkhu ʂkhu	ʂ kh u _ ʂ kh u	!			1444	
19367	Dulong	the wood (material)	ɕiŋ⁵⁵lɑ · ŋ⁵⁵	ɕ i ŋ ⁵⁵ ◦ l ɑː ŋ ⁵⁵	!			2974	
19375	Naxi	to hear	kho³³mi³³thv̩³³	kh o ³³ ◦ m i ³³ ◦ th v̩ ³³				1845	
19376	Dulong	the frog	dɯ⁵⁵ɹi⁵³	d ɯ ⁵⁵ ◦ ɹ i ⁵³				3182	
19377	Naxi	to steal	khv̩³³	kh v̩ ³³				2611	
19378	Naxi	to throw	ku⁵⁵	k u ⁵⁵				2775	
19379	Naxi	to spit	phi⁵⁵	ph i ⁵⁵				2590	
19380	Naxi	to push	my⁵⁵	m y ⁵⁵				2262	
19381	Naxi	to cry (weep)	ŋv̩²¹	ŋ v̩ ²¹				1480	
19382	Dulong	firewood	ɕiŋ⁵⁵	ɕ i ŋ ⁵⁵				3641	
19384	Daofu	dirty	mi xtsoŋ	m i _ x ts o ŋ		Tibetan[mi.gtsaŋ]		1509	
19386	Naxi	to dig	dv̩³³	d v̩ ³³				1490	
19388	Jingpho	to kill	sat³¹	s a t ³¹				1966	
19389	Naxi	to play	guə³³	g u ə ³³				2236	
19390	Naxi	to forget	le³³mi⁵⁵	l e ³³ ◦ m i ⁵⁵				3547	
19391	Naxi	to smell (perceive odor) [transitive]	nv̩²¹	n v̩ ²¹				2533	
19392	Naxi	to hold	tʂhɚ⁵⁵	tʂh ɚ ⁵⁵				1895	
19400	Dulong	the flea	sɯ³¹li⁵³	s ɯ ³¹ ◦ l i ⁵³				3191	
19402	Naxi	to think (reflect)	sɿ³³dv̩³³	s ɿ ³³ ◦ d v̩ ³³				2746	
19408	Pumi_Lanping	middle	qo¹³ɣu¹³	q o ¹³ ◦ ɣ u ¹³				3327	
19409	Pumi_Lanping	left	uɑ¹³	u ɑ ¹³				2022	
19410	Pumi_Lanping	right	ʒe⁵⁵dʑe¹³	ʒ e ⁵⁵ ◦ dʑ e ¹³				2315	
19411	Pumi_Lanping	the front (front side)	ʐə⁵⁵	ʐ ə ⁵⁵				3662	
19412	Naxi	to blow (of wind)	tʂhɚ⁵⁵	tʂh ɚ ⁵⁵				1388	
19413	Pumi_Lanping	outside	no⁵⁵	n o ⁵⁵				3339	
19414	Pumi_Lanping	inside	khõ⁵⁵	kh õ ∼ ⁵⁵				3342	
19415	Dulong	the needle (for sewing)	ɑp⁵⁵	ɑ p ⁵⁵				2186	
19416	Naxi	to learn	so²¹	s o ²¹				3077	
19418	Bai_Jianchuan	the mouth	tso̱³³kua⁵⁵	ts o̱ ³³ ◦ k u a ⁵⁵				2132	
19420	Dulong	the stick	tɯ³¹ŋɔn⁵⁵	t ɯ ³¹ ◦ ŋ ɔ n ⁵⁵				2628	
19423	Daofu	this	ə də	ə _ d ə				2749	
19426	Pumi_Lanping	above	to⁵⁵ni¹³	t o ⁵⁵ ◦ n i ¹³				1314	
19442	Pumi_Lanping	morning	no¹³siɛ̃⁵⁵	n o ¹³ ◦ s i ɛ̃ ∼ ⁵⁵				3610	
19443	Pumi_Lanping	noon	ʃyə̃⁵⁵	ʃ y ə̃ ∼ ⁵⁵				3388	
19447	Dulong	the rope	bɑŋ⁵⁵ɹi⁵³	b ɑ ŋ ⁵⁵ ◦ ɹ i ⁵³				2357	
19465	Daofu	to sing	ʁlə və	ʁ l ə _ v ə	!	Tibetan		2492	
19469	Naxi	to walk	dʑi³³	dʑ i ³³				2841	
19472	Daofu	to eat	ngə	n g ə	!			1573	
19473	Pumi_Lanping	one	ti¹³	t i ¹³				2220	
19476	Pumi_Lanping	the wood (material)	siɛ̃¹³	s i ɛ̃ ∼ ¹³				2974	
19477	Pumi_Lanping	five	ɣuɑ̃⁵⁵	ɣ u ɑ̃ ∼ ⁵⁵				1647	
19478	Pumi_Lanping	six	tʂhu¹³	tʂh u ¹³				2497	
19479	Pumi_Lanping	seven	xiɛ̃¹³	x i ɛ̃ ∼ ¹³				2427	
19499	Pumi_Lanping	hundred	si⁵⁵	s i ⁵⁵				3718	
19502	Daofu	to hunt	rŋa və	r ŋ a _ v ə	!	Tibetan[rŋon]		1922	
19504	Dulong	the name	ɑŋ⁵⁵bɹiŋ⁵³	ɑ ŋ ⁵⁵ ◦ b ɹ i ŋ ⁵³				2156	
19505	Dulong	the leaf	ɑŋ³¹lɑp⁵⁵	ɑ ŋ ³¹ ◦ l ɑ p ⁵⁵				2011	
19512	Dulong	the dream	mlɑŋ⁵⁵	m l ɑ ŋ ⁵⁵				1516	
19522	Dulong	left	ɑ³¹gui⁵⁵	ɑ ³¹ ◦ g u i ⁵⁵				2025	
19523	Dulong	right	ɑ³¹bɹɑŋ⁵³	ɑ ³¹ ◦ b ɹ ɑ ŋ ⁵³				2319	
19524	Dulong	the front (front side)	mɯ³¹tɕɑn⁵⁵	m ɯ ³¹ ◦ tɕ ɑ n ⁵⁵				3667	
19527	Dulong	inside	ɑ³¹duŋ⁵⁵	ɑ ³¹ ◦ d u ŋ ⁵⁵				3344	
19533	Daofu	to burn [intransitive]	bə rjɛ	b ə _ r j ɛ				3677	
19536	Tibetan_Written	wet	rlon pa	r ◦ l o n _ p a				2864	
19539	Dulong	above	lɯ³¹kɑ⁵⁵pɑŋ⁵⁵	l ɯ ³¹ ◦ k ɑ ⁵⁵ ◦ p ɑ ŋ ⁵⁵				1267	
19540	Dulong	below, under	pɑŋ³¹dʑɑŋ⁵⁵	p ɑ ŋ ³¹ ◦ dʑ ɑ ŋ ⁵⁵				1301	
19551	Lisu	he or she [third person singular]	e⁵⁵	e ⁵⁵				1816	
19553	Dulong	morning	ɕɯ³¹ɹɑ · ŋ⁵⁵	ɕ ɯ ³¹ ◦ ɹ ɑː ŋ ⁵⁵	!			3606	
19554	Dulong	noon	nɑm⁵³ɑ³¹duŋ⁵³	n ɑ m ⁵³ ◦ ɑ ³¹ ◦ d u ŋ ⁵³	!			3394	
19570	Daofu	to fly (move through air)	bjo	b j o				1679	
19572	Dulong	the year	niŋ⁵⁵	n i ŋ ⁵⁵				2992	
19579	Pumi_Lanping	I [first person singular]	ɛ⁵⁵	ɛ ⁵⁵				1955	
19581	Pumi_Lanping	thou [second person singular]	nɛ¹³	n ɛ ¹³				2759	
19584	Daofu	long	gɛ dʑi	g ɛ _ dʑ i				2051	
19585	Dulong	one	tiʔ⁵⁵	t i ʔ ⁵⁵				2220	
19588	Dulong	four	ɑ³¹bli⁵³	ɑ ³¹ ◦ b l i ⁵³				1712	
19592	Pumi_Lanping	here	də¹³pe⁵⁵	d ə ¹³ ◦ p e ⁵⁵				1871	
19598	Pumi_Lanping	there	sthie¹³pe⁵⁵	s th i e ¹³ ◦ p e ⁵⁵	!			2705	
19599	Pumi_Lanping	there	tə⁵⁵pe⁵⁵	t ə ⁵⁵ ◦ p e ⁵⁵				2706	
19600	Pumi_Lanping	who	xɛ⁵⁵	x ɛ ⁵⁵				2916	
19601	Pumi_Lanping	what	mi⁵⁵	m i ⁵⁵				2882	
19602	Dulong	twenty	ɑ³¹ni⁵⁵sɑn⁵⁵	ɑ ³¹ ◦ n i ⁵⁵ ◦ s ɑ n ⁵⁵				2812	
19604	Bai_Jianchuan	to run	phõ³³	ph õ ∼ ³³				3402	
19605	Daofu	shy	mə ka cçhɛ	m ə _ k a _ cçh ɛ				2477	
19607	Pumi_Lanping	all	i¹³xa⁵⁵	i ¹³ ◦ x a ⁵⁵				1319	
19609	Pumi_Lanping	big	ta⁵⁵	t a ⁵⁵				1347	
19610	Pumi_Lanping	small	qa¹³tsɛ¹³	q a ¹³ ◦ ts ɛ ¹³				2522	
